Version CSV1|Tool WEBBOX|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;;;;Sunny WebBox;Sunny WebBox;SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209)
06.01.2013 12:00;78608.33;2131;18072.03;17508.06;18816;49.98;11;3000;632.84;421.34;2.85;1.44;2.06;6.1;4.7;186;3.19;3.18;3.19;14436;;;;4834;Ok;10342.75;249;2342.39;2272.54;2359;49.98;11;3000;634.25;427.73;2.88;1.42;245.58;247.4;247.03;3.19;3.18;3.2;1823;608;Ok;none;-------;-------;10318.01;253;2348.04;2277.13;2355;49.98;11;3000;634.4;419.7;2.87;1.44;245.43;247.37;246.96;3.19;3.17;3.19;1821;602;Ok;none;-------;-------;10258.57;251;2341.11;2270.78;2350;49.98;11;3000;625.19;419.11;2.87;1.46;245.59;246.06;245.56;3.2;3.18;3.19;1791;610;Ok;none;-------;-------;10261.51;253;2334.01;2269.04;2344;49.98;10;3000;633.4;417.87;2853;1432;244.17;247.47;245.46;3.19;3.17;3.19;1807;598;Ok;none;-------;-------;10270.38;316;2350.11;2276.9;2340;49.98;11;3000;632.41;422.61;2.82;1.41;245.09;247.07;246.29;3.18;3.17;3.17;1786;595;Ok;none;-------;-------;10221.28;355;2348.52;2272.57;2337;49.98;12;3000;634.48;421.53;2.83;1.43;244.8;247.25;246.78;3.17;3.16;3.16;1797;602;Ok;none;-------;-------;8242.76;224;2002.58;1931.27;2337;49.98;11;3000;634.59;419.83;2798;1434;245.57;247.62;247.16;3.17;3.15;3.16;1775;601;Ok;none;-------;-------;8693.07;230;2005.28;1937.84;2394;49.98;11;3000;634.04;422.39;2897;1464;244.26;246.03;245.49;3.26;3.25;3.26;1836;618;Ok;none;-------;-------;2.06;6.1;4.7;186;Ok
06.01.2013 12:05;78609.7;2131;18072.69;17508.73;17814;50;10;3000;632.63;421.18;2.7;1.36;2.11;5.7;4.6;176;3.02;3.01;3.02;13664;;;;4581;Ok;10342.93;249;2342.47;2272.62;2236;50;11;3000;633.83;424.46;2.73;1.36;245.42;247.47;247.09;3.03;3.01;3.03;1727;576;Ok;none;-------;-------;10318.18;253;2348.13;2277.22;2232;50;9;3000;634.4;422.07;2.72;1.35;245.29;247.44;247.02;3.03;3.01;3.03;1726;571;Ok;none;-------;-------;10258.75;251;2341.19;2270.86;2222;50;10;3000;625.22;419.41;2.71;1.38;245.44;246.13;245.61;3.03;3.01;3.01;1693;577;Ok;none;-------;-------;10261.68;253;2334.09;2269.12;2219;50;10;3000;633.1;418.27;2702;1356;244.01;247.52;245.51;3.02;3;3.01;1710;567;Ok;none;-------;-------;10270.56;316;2350.19;2276.98;2215;50;11;3000;632.61;422.17;2.67;1.34;244.93;247.13;246.34;3.01;3;2.99;1691;564;Ok;none;-------;-------;10221.45;355;2348.6;2272.66;2214;50;11;3000;634.76;421.06;2.68;1.36;244.65;247.31;246.82;3;3;3;1702;571;Ok;none;-------;-------;8242.93;224;2002.66;1931.35;2214;50;10;3000;634.63;420.13;2647;1358;245.41;247.68;247.2;3;2.98;2.99;1679;570;Ok;none;-------;-------;8693.24;230;2005.36;1937.92;2262;50;10;3000;632.56;421.93;2744;1386;244.11;246.08;245.54;3.08;3.07;3.07;1736;585;Ok;none;-------;-------;2.11;5.7;4.6;176;Ok
06.01.2013 12:10;78611.2;2131;18073.36;17509.39;16738;50;10;3000;632.63;420.35;2.54;1.28;2.38;5.2;4.6;166;2.85;2.83;2.84;12848;;;;4312;Ok;10343.12;249;2342.55;2272.71;2102;50;10;3000;635.23;423;2.56;1.28;245.05;247.3;246.86;2.85;2.83;2.85;1624;543;Ok;none;-------;-------;10318.37;253;2348.21;2277.3;2097;50;11;3000;634.57;420.67;2.56;1.28;244.91;247.27;246.78;2.85;2.83;2.84;1623;537;Ok;none;-------;-------;10258.93;251;2341.27;2270.95;2087;50;11;3000;625.2;418.36;2.55;1.3;245.06;245.96;245.37;2.85;2.83;2.83;1591;544;Ok;none;-------;-------;10261.86;253;2334.18;2269.2;2088;50;10;3000;632.51;417.99;2550;1278;243.63;247.35;245.27;2.85;2.83;2.84;1612;534;Ok;none;-------;-------;10270.74;316;2350.27;2277.06;2081;50;11;3000;632.45;421.32;2.52;1.26;244.55;246.96;246.1;2.83;2.82;2.81;1590;531;Ok;none;-------;-------;10221.64;355;2348.68;2272.74;2078;50;10;3000;633.54;420.6;2.52;1.28;244.26;247.14;246.58;2.82;2.82;2.81;1598;537;Ok;none;-------;-------;8243.12;224;2002.74;1931.43;2080;50;9;3000;634.45;419.97;2490;1278;245.02;247.5;246.95;2.83;2.81;2.81;1579;536;Ok;none;-------;-------;8693.43;230;2005.44;1938;2125;50;10;3000;633.13;420.94;2576;1307;243.72;245.91;245.3;2.9;2.89;2.89;1631;550;Ok;none;-------;-------;2.38;5.2;4.6;166;Ok
06.01.2013 12:15;78612.74;2131;18074.02;17510.06;18615;49.98;10;3000;634.69;424.03;2.81;1.41;2.27;5.3;4.7;184;3.17;3.15;3.16;14279;;;;4782;Ok;10343.31;249;2342.64;2272.79;2338;49.98;10;3000;637.78;427.01;2.83;1.41;244.94;247.18;246.7;3.17;3.15;3.17;1805;602;Ok;none;-------;-------;10318.56;253;2348.29;2277.38;2332;49.98;9;3000;635.64;424.59;2.84;1.41;244.81;247.15;246.63;3.17;3.15;3.16;1802;596;Ok;none;-------;-------;10259.12;251;2341.36;2271.03;2320;49.98;11;3000;625.28;421.96;2.83;1.43;244.95;245.83;245.22;3.17;3.15;3.15;1767;603;Ok;none;-------;-------;10262.05;253;2334.26;2269.28;2318;49.98;11;3000;633.51;422.44;2827;1402;243.53;247.24;245.12;3.16;3.14;3.15;1790;592;Ok;none;-------;-------;10270.93;316;2350.36;2277.15;2315;49.98;12;3000;633.9;422.93;2.79;1.39;244.46;246.85;245.97;3.15;3.14;3.13;1767;589;Ok;none;-------;-------;10221.83;355;2348.77;2272.82;2315;49.98;9;3000;637.31;423.59;2.79;1.41;244.17;247.03;246.44;3.15;3.14;3.14;1779;596;Ok;none;-------;-------;8243.31;224;2002.83;1931.52;2313;49.98;11;3000;637.6;423.76;2759;1406;244.93;247.39;246.81;3.15;3.12;3.13;1758;595;Ok;none;-------;-------;8693.63;230;2005.52;1938.09;2364;49.98;10;3000;636.53;426.02;2846;1431;243.63;245.8;245.15;3.23;3.21;3.22;1811;609;Ok;none;-------;-------;2.27;5.3;4.7;184;Ok
06.01.2013 12:20;78614.18;2131;18074.69;17510.72;17901;49.97;10;3000;634.1;422.67;2.71;1.36;2.02;5.4;4.7;176;3.05;3.03;3.03;13736;;;;4602;Ok;10343.49;249;2342.72;2272.87;2248;49.97;11;3000;636.48;428.56;2.73;1.35;244.97;247.16;246.78;3.05;3.03;3.05;1737;579;Ok;none;-------;-------;10318.74;253;2348.38;2277.47;2241;49.97;11;3000;635.25;421.85;2.73;1.36;244.84;247.13;246.72;3.05;3.03;3.04;1733;574;Ok;none;-------;-------;10259.3;251;2341.44;2271.11;2235;49.97;11;3000;625.2;420.77;2.73;1.38;244.98;245.81;245.3;3.05;3.04;3.03;1704;581;Ok;none;-------;-------;10262.23;253;2334.34;2269.37;2228;49.97;9;3000;633.56;419.93;2718;1357;243.56;247.21;245.2;3.04;3.02;3.03;1721;569;Ok;none;-------;-------;10271.11;316;2350.44;2277.23;2223;49.97;10;3000;633.65;422.37;2.68;1.34;244.5;246.84;246.06;3.03;3.01;3.01;1697;566;Ok;none;-------;-------;10222.01;355;2348.85;2272.91;2223;49.97;12;3000;635.68;422.77;2.69;1.36;244.2;247;246.52;3.02;3.02;3.01;1709;573;Ok;none;-------;-------;8243.49;224;2002.91;1931.6;2224;49.97;12;3000;636.88;422.12;2652;1357;244.95;247.36;246.89;3.02;3;3.01;1689;572;Ok;none;-------;-------;8693.81;230;2005.61;1938.17;2279;49.97;11;3000;636.11;423.06;2745;1392;243.67;245.78;245.24;3.11;3.1;3.1;1746;588;Ok;none;-------;-------;2.02;5.4;4.7;176;Ok
06.01.2013 12:25;78615.65;2131;18075.36;17511.39;17352;49.97;9;3000;634.09;422.62;2.63;1.32;2.55;5.4;4.8;171;2.95;2.94;2.94;13313;;;;4461;Ok;10343.67;249;2342.8;2272.96;2176;49.97;10;3000;636.66;426.92;2.64;1.31;244.88;247.3;246.69;2.95;2.94;2.95;1681;561;Ok;none;-------;-------;10318.92;253;2348.46;2277.55;2169;49.97;7;3000;636.12;423.76;2.64;1.31;244.75;247.27;246.62;2.95;2.93;2.94;1677;555;Ok;none;-------;-------;10259.49;251;2341.52;2271.2;2167;49.97;11;3000;625.33;420.69;2.64;1.34;244.88;245.93;245.19;2.96;2.94;2.94;1652;564;Ok;none;-------;-------;10262.42;253;2334.43;2269.45;2163;49.97;10;3000;633.64;419.04;2637;1319;243.45;247.33;245.09;2.95;2.93;2.94;1670;552;Ok;none;-------;-------;10271.29;316;2350.52;2277.31;2156;49.97;11;3000;632.93;422.35;2.6;1.3;244.39;246.96;245.95;2.94;2.92;2.92;1646;548;Ok;none;-------;-------;10222.19;355;2348.93;2272.99;2152;49.97;10;3000;636.92;423.92;2.6;1.31;244.09;247.12;246.41;2.92;2.92;2.91;1654;555;Ok;none;-------;-------;8243.67;224;2002.99;1931.68;2155;49.97;8;3000;635.98;420.93;2574;1318;244.85;247.49;246.79;2.93;2.91;2.91;1636;554;Ok;none;-------;-------;8694;230;2005.69;1938.25;2214;49.97;10;3000;635.21;423.41;2673;1352;243.57;245.91;245.15;3.03;3.01;3.01;1697;572;Ok;none;-------;-------;2.55;5.4;4.8;171;Ok
06.01.2013 12:30;78617.47;2131;18076.02;17512.06;18345;49.97;10;3000;635.97;423.35;2.77;1.39;2.4;5.4;4.9;182;3.13;3.11;3.11;14067;;;;4711;Ok;10343.9;249;2342.89;2273.04;2298;49.97;10;3000;637.81;426.32;2.78;1.39;244.55;247.26;246.57;3.12;3.1;3.12;1774;591;Ok;none;-------;-------;10319.15;253;2348.54;2277.63;2290;49.97;9;3000;638.87;424.71;2.77;1.38;244.42;247.23;246.5;3.12;3.09;3.11;1770;585;Ok;none;-------;-------;10259.71;251;2341.61;2271.28;2284;49.97;10;3000;626.27;422.07;2.78;1.41;244.55;245.9;245.07;3.12;3.1;3.1;1739;595;Ok;none;-------;-------;10262.65;253;2334.51;2269.53;2292;49.97;10;3000;633.55;421.56;2795;1388;243.12;247.3;244.97;3.13;3.11;3.12;1770;584;Ok;none;-------;-------;10271.52;316;2350.61;2277.4;2285;49.97;10;3000;634.67;422.42;2.75;1.38;244.05;246.92;245.81;3.12;3.1;3.1;1745;581;Ok;none;-------;-------;10222.42;355;2349.02;2273.07;2274;49.97;11;3000;638.46;423.93;2.74;1.38;243.76;247.09;246.29;3.09;3.08;3.08;1746;585;Ok;none;-------;-------;8243.9;224;2003.08;1931.77;2282;49.97;10;3000;641.99;422.66;2697;1389;244.52;247.46;246.66;3.11;3.08;3.09;1731;587;Ok;none;-------;-------;8694.23;230;2005.77;1938.34;2340;49.97;11;3000;636.2;423.14;2818;1427;243.24;245.88;245.02;3.2;3.18;3.18;1792;603;Ok;none;-------;-------;2.4;5.4;4.9;182;Ok
06.01.2013 12:35;78619.33;2131;18076.69;17512.72;22815;49.97;9;3000;639.63;425.94;3.42;1.72;2.59;5.8;5;228;3.88;3.86;3.86;17484;;;;5844;Ok;10344.13;249;2342.97;2273.12;2854;49.97;10;3000;642.17;429.04;3.43;1.71;244.93;247.71;246.94;3.87;3.84;3.87;2201;733;Ok;none;-------;-------;10319.38;253;2348.63;2277.72;2846;49.97;8;3000;640.5;427.1;3.43;1.69;244.8;247.69;246.88;3.86;3.84;3.85;2193;722;Ok;none;-------;-------;10259.94;251;2341.69;2271.36;2829;49.97;11;3000;631.82;422.06;3.4;1.75;244.95;246.37;245.47;3.86;3.83;3.83;2149;736;Ok;none;-------;-------;10262.88;253;2334.59;2269.62;2855;49.97;9;3000;637.8;426.02;3452;1704;243.52;247.78;245.35;3.89;3.87;3.88;2204;726;Ok;none;-------;-------;10271.75;316;2350.69;2277.48;2856;49.97;10;3000;640.29;423.35;3.4;1.72;244.47;247.39;246.22;3.89;3.86;3.86;2178;727;Ok;none;-------;-------;10222.65;355;2349.1;2273.16;2830;49.97;8;3000;640.18;426.15;3.4;1.7;244.15;247.56;246.69;3.84;3.83;3.83;2174;724;Ok;none;-------;-------;8244.13;224;2003.16;1931.85;2839;49.97;8;3000;644.76;427.4;3342;1706;244.93;247.93;247.06;3.85;3.83;3.83;2157;729;Ok;none;-------;-------;8694.47;230;2005.86;1938.42;2906;49.97;10;3000;639.52;426.44;3480;1751;243.65;246.35;245.42;3.97;3.95;3.95;2228;747;Ok;none;-------;-------;2.59;5.8;5;228;Ok
06.01.2013 12:40;78621.06;2131;18077.36;17513.39;21928;49.98;8;3000;638.72;425;3.29;1.65;2.38;6.1;5.1;217;3.73;3.7;3.71;16808;;;;5614;Ok;10344.35;249;2343.05;2273.21;2750;49.98;8;3000;640.43;426.85;3.31;1.66;244.78;247.68;246.84;3.73;3.7;3.73;2121;707;Ok;none;-------;-------;10319.6;253;2348.71;2277.8;2742;49.98;10;3000;640.52;424.77;3.3;1.64;244.65;247.66;246.78;3.73;3.69;3.71;2110;696;Ok;none;-------;-------;10260.16;251;2341.77;2271.45;2737;49.98;10;3000;631.75;421.21;3.29;1.69;244.78;246.33;245.36;3.74;3.71;3.71;2080;712;Ok;none;-------;-------;10263.09;253;2334.68;2269.7;2731;49.98;8;3000;637.08;424.32;3311;1638;243.37;247.75;245.26;3.72;3.7;3.71;2109;695;Ok;none;-------;-------;10271.97;316;2350.77;2277.56;2729;49.98;9;3000;638.52;427.31;3.26;1.62;244.31;247.36;246.11;3.72;3.69;3.69;2081;693;Ok;none;-------;-------;10222.86;355;2349.18;2273.24;2724;49.98;8;3000;642.23;423.97;3.26;1.64;244.01;247.54;246.59;3.7;3.69;3.69;2093;696;Ok;none;-------;-------;8244.34;224;2003.24;1931.93;2724;49.98;8;3000;643.07;426.65;3225;1634;244.77;247.89;246.96;3.7;3.67;3.68;2074;696;Ok;none;-------;-------;8694.69;230;2005.94;1938.5;2791;49.98;10;3000;636.19;424.97;3365;1692;243.5;246.33;245.32;3.82;3.79;3.79;2140;719;Ok;none;-------;-------;2.38;6.1;5.1;217;Ok
06.01.2013 12:45;78622.96;2131;18078.02;17514.06;20998;49.98;8;3000;640.43;425.95;3.14;1.58;1.7;6.3;5.2;210;3.57;3.55;3.56;16100;;;;5372;Ok;10344.59;249;2343.14;2273.29;2629;49.98;7;3000;643.94;428.33;3.15;1.58;244.63;247.57;246.67;3.57;3.54;3.57;2028;674;Ok;none;-------;-------;10319.83;253;2348.79;2277.88;2617;49.98;7;3000;643.53;425.69;3.14;1.56;244.49;247.54;246.6;3.56;3.52;3.55;2019;664;Ok;none;-------;-------;10260.4;251;2341.86;2271.53;2624;49.99;10;3000;631.37;422.37;3.16;1.63;244.63;246.23;245.2;3.58;3.56;3.56;1994;687;Ok;none;-------;-------;10263.33;253;2334.76;2269.78;2620;49.98;7;3000;637.58;424.69;3175;1566;243.23;247.63;245.1;3.57;3.55;3.57;2024;664;Ok;none;-------;-------;10272.21;316;2350.86;2277.65;2610;49.98;8;3000;641.25;428.96;3.11;1.55;244.15;247.25;245.94;3.56;3.53;3.54;1992;662;Ok;none;-------;-------;10223.09;355;2349.27;2273.32;2598;49.98;9;3000;645.2;425.87;3.1;1.56;243.85;247.42;246.42;3.53;3.52;3.52;1996;663;Ok;none;-------;-------;8244.58;224;2003.33;1932.02;2607;49.98;7;3000;644.26;428.1;3080;1553;244.62;247.78;246.79;3.55;3.51;3.53;1984;664;Ok;none;-------;-------;8694.93;230;2006.03;1938.59;2693;49.99;11;3000;636.38;423.62;3242;1639;243.34;246.22;245.15;3.68;3.66;3.66;2063;694;Ok;none;-------;-------;1.7;6.3;5.2;210;Ok
06.01.2013 12:50;78625.49;2131;18078.69;17514.72;26174;49.98;9;3000;646.83;429.79;3.87;1.95;2.15;6.9;5.4;262;4.45;4.41;4.43;20046;;;;6693;Ok;10344.9;249;2343.22;2273.37;3272;49.98;11;3000;651.52;433.58;3.87;1.94;244.87;248.08;246.9;4.44;4.4;4.44;2522;840;Ok;none;-------;-------;10320.15;253;2348.88;2277.97;3257;49.98;8;3000;650.46;431.62;3.84;1.92;244.74;248.06;246.84;4.42;4.38;4.42;2501;827;Ok;none;-------;-------;10260.71;251;2341.94;2271.61;3273;49.98;12;3000;634.57;422.53;3.89;2.04;244.89;246.75;245.45;4.46;4.43;4.44;2472;862;Ok;none;-------;-------;10263.64;253;2334.84;2269.87;3269;49.98;10;3000;646.27;429.81;3908;1922;243.49;248.17;245.34;4.45;4.42;4.44;2525;826;Ok;none;-------;-------;10272.52;316;2350.94;2277.73;3253;49.98;7;3000;650.42;432.47;3.82;1.9;244.42;247.76;246.18;4.43;4.39;4.4;2482;821;Ok;none;-------;-------;10223.41;355;2349.35;2273.41;3236;49.98;11;3000;650.86;430.93;3.82;1.91;244.1;247.94;246.66;4.39;4.38;4.38;2488;824;Ok;none;-------;-------;8244.89;224;2003.41;1932.1;3240;49.98;9;3000;653.13;432.66;3778;1909;244.89;248.31;247.04;4.4;4.36;4.38;2467;825;Ok;none;-------;-------;8695.26;230;2006.11;1938.67;3374;49.98;10;3000;637.46;424.74;4062;2044;243.62;246.75;245.4;4.6;4.57;4.58;2589;868;Ok;none;-------;-------;2.15;6.9;5.4;262;Ok
06.01.2013 12:55;78628.14;2131;18079.35;17515.39;32681;49.97;10;3000;646.27;429.78;4.84;2.43;2.66;7.7;5.5;328;5.53;5.51;5.52;25026;;;;8358;Ok;10345.24;249;2343.3;2273.46;4113;49.97;10;3000;648.56;434.52;4.88;2.43;245.77;248.56;247.77;5.55;5.52;5.55;3165;1055;Ok;none;-------;-------;10320.49;253;2348.96;2278.05;4076;49.97;12;3000;651.14;430.66;4.82;2.41;245.6;248.52;247.7;5.5;5.48;5.51;3139;1036;Ok;none;-------;-------;10261.05;251;2342.02;2271.7;4094;49.97;11;3000;634.18;423.17;4.87;2.53;245.76;247.22;246.34;5.55;5.53;5.53;3090;1072;Ok;none;-------;-------;10263.97;253;2334.93;2269.95;4086;49.97;11;3000;645.62;429.76;4884;2401;244.4;248.7;246.23;5.54;5.52;5.53;3154;1032;Ok;none;-------;-------;10272.85;316;2351.02;2277.81;4081;49.97;10;3000;648.31;431.68;4.79;2.38;245.32;248.25;247.07;5.53;5.5;5.5;3108;1028;Ok;none;-------;-------;10223.74;355;2349.43;2273.49;4064;49.97;8;3000;649.46;431.58;4.81;2.4;244.97;248.4;247.56;5.5;5.49;5.48;3119;1035;Ok;none;-------;-------;8245.21;224;2003.49;1932.18;4003;49.97;7;3000;652.22;433.79;4671;2370;245.78;248.78;247.91;5.4;5.39;5.39;3046;1028;Ok;none;-------;-------;8695.6;230;2006.19;1938.75;4164;49.97;11;3000;640.74;423.13;5002;2535;244.54;247.25;246.29;5.66;5.64;5.64;3205;1072;Ok;none;-------;-------;2.66;7.7;5.5;328;Ok
